SNID,filename,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_57_wfc3_ir_total_idgg57/hst_15145_57_wfc3_ir_total_idgg57_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-2.0506931701329e-21,-1.4547911572674e-21,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_57_wfc3_ir_f160w_idgg57/hst_15145_57_wfc3_ir_f160w_idgg57_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0506931701329e-21,-1.4547911572674e-21,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_55_wfc3_ir_total_idgg55/hst_15145_55_wfc3_ir_total_idgg55_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.2516827742412e-21,-2.3700330351219e-21,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_51_wfc3_ir_f160w_idgg51/hst_15145_51_wfc3_ir_f160w_idgg51_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,5.64900698627297e-22,-4.9699454434882e-22,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_53_wfc3_ir_total_idgg53/hst_15145_53_wfc3_ir_total_idgg53_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,4.38857216206775e-22,-2.2901157308883e-22,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_53_wfc3_ir_f160w_idgg53/hst_15145_53_wfc3_ir_f160w_idgg53_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,4.38857216206775e-22,-2.2901157308883e-22,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_51_wfc3_ir_total_idgg51/hst_15145_51_wfc3_ir_total_idgg51_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,5.64900698627297e-22,-4.9699454434882e-22,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/idgg59020/idgg59020_drz.fits,2025-03-31,HST,WFC3,F160W,3.22871953678499e-05,1.5055819370021e-05,1.5055819370021e-05,-3.2287195367849e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_skycell-p1195x05y13_wfc3_ir_f160w_coarse-all/hst_skycell-p1195x05y13_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_5b_wfc3_ir_total_idgg5b/hst_15145_5b_wfc3_ir_total_idgg5b_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,6.60770254602497e-22,4.48023614121245e-22,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/idgg57020/idgg57020_drz.fits,2025-04-11,HST,WFC3,F160W,3.11298959940315e-05,1.732253610258e-05,1.732253610258e-05,-3.1129895994031e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/hst_15145_5b_wfc3_ir_f160w_idgg5b/hst_15145_5b_wfc3_ir_f160w_idgg5b_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,6.60770254602497e-22,4.48023614121245e-22,3.56250007947285e-05
2002cr,pantheon_data_folder/2002cr/mastDownload/HST/idgg53020/idgg53020_drz.fits,2025-04-03,HST,WFC3,F160W,3.22871953678578e-05,1.5055819370004e-05,1.5055819370004e-05,-3.2287195367857e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_16234_70_wfc3_ir_f160w_ieel70/hst_16234_70_wfc3_ir_f160w_ieel70_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-7.4879089720835e-22,-7.1713535520259e-22,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/idgg31020/idgg31020_drz.fits,2025-04-07,HST,WFC3,F160W,3.11591675773636e-05,1.72698279525356e-05,1.72698279525356e-05,-3.1159167577363e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/idgg3b020/idgg3b020_drz.fits,2025-04-11,HST,WFC3,F160W,-3.1821232491063e-05,1.60171734202421e-05,1.60171734202421e-05,3.18212324910632e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/idgg35020/idgg35020_drz.fits,2025-03-31,HST,WFC3,F160W,3.11591675782391e-05,1.72698279509561e-05,1.72698279509561e-05,-3.1159167578239e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_3b_wfc3_ir_f160w_idgg3b/hst_15145_3b_wfc3_ir_f160w_idgg3b_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.3847131805542e-21,-2.2384648175298e-21,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_3b_wfc3_ir_total_idgg3b/hst_15145_3b_wfc3_ir_total_idgg3b_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.3847131805542e-21,-2.2384648175298e-21,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_skycell-p2583x18y09_wfc3_ir_f160w_coarse-all/hst_skycell-p2583x18y09_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_16234_70_wfc3_ir_total_ieel70/hst_16234_70_wfc3_ir_total_ieel70_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,2.80813853527612e-22,-3.4955250813468e-22,3.56250007947286e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_skycell-p2583x18y09_wfc3_ir_f160w_all/hst_skycell-p2583x18y09_wfc3_ir_f160w_all_drz.fits,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_31_wfc3_ir_total_idgg31/hst_15145_31_wfc3_ir_total_idgg31_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.50768724752035e-21,1.77414533997759e-21,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_33_wfc3_ir_f160w_idgg33/hst_15145_33_wfc3_ir_f160w_idgg33_drz.fits,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,-1.3626919584088e-21,-9.4302790448742e-22,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_33_wfc3_ir_total_idgg33/hst_15145_33_wfc3_ir_total_idgg33_drz.fits,2024-11-08,HST,WFC3,detection,-3.5625000794728e-05,-1.3626919584088e-21,-9.4302790448742e-22,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_31_wfc3_ir_f160w_idgg31/hst_15145_31_wfc3_ir_f160w_idgg31_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.50768724752035e-21,1.77414533997759e-21,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_35_wfc3_ir_total_idgg35/hst_15145_35_wfc3_ir_total_idgg35_drz.fits,2024-11-08,HST,WFC3,detection,-3.5625000794728e-05,-1.0650219856907e-21,-2.3213639312443e-21,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_16234_69_wfc3_ir_f160w_ieel69/hst_16234_69_wfc3_ir_f160w_ieel69_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-7.4879089720835e-22,-7.1713535520259e-22,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_37_wfc3_ir_f160w_idgg37/hst_15145_37_wfc3_ir_f160w_idgg37_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-4.9989117568319e-22,4.48130142837771e-22,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/idgg39020/idgg39020_drz.fits,2025-04-07,HST,WFC3,F160W,-3.1821232491577e-05,1.60171734192205e-05,1.60171734192205e-05,3.18212324915775e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_16234_69_wfc3_ir_total_ieel69/hst_16234_69_wfc3_ir_total_ieel69_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.30990942291249e-22,1.32706265870253e-23,3.56250007947286e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_37_wfc3_ir_total_idgg37/hst_15145_37_wfc3_ir_total_idgg37_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-4.9989117568319e-22,4.48130142837771e-22,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_35_wfc3_ir_f160w_idgg35/hst_15145_35_wfc3_ir_f160w_idgg35_drz.fits,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,-1.0650219856907e-21,-2.3213639312443e-21,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_39_wfc3_ir_f160w_idgg39/hst_15145_39_wfc3_ir_f160w_idgg39_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.82179801348e-22,4.67616534434659e-23,3.56250007947285e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/idgg37020/idgg37020_drz.fits,2025-04-03,HST,WFC3,F160W,-3.1821232492681e-05,1.60171734170277e-05,1.60171734170277e-05,3.18212324926812e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/idgg33020/idgg33020_drz.fits,2025-04-11,HST,WFC3,F160W,3.11591675782652e-05,1.7269827950909e-05,1.7269827950909e-05,-3.1159167578265e-05
2008fv,pantheon_data_folder/2008fv/mastDownload/HST/hst_15145_39_wfc3_ir_total_idgg39/hst_15145_39_wfc3_ir_total_idgg39_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-3.82179801348e-22,4.67616534434659e-23,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HLA/hst_11691_03_wfc3_ir_f160w/hst_11691_03_wfc3_ir_f160w_drz.fits,2017-08-12,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HLA/hst_11691_03_wfc3_ir_f110w/hst_11691_03_wfc3_ir_f110w_drz.fits,2017-08-12,HST,WFC3,F110W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_32_wfc3_ir_f160w_icnw32/hst_13691_32_wfc3_ir_f160w_icnw32_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.3156585765565e-22,-4.1428506215417e-22,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_32_wfc3_ir_total_icnw32/hst_13691_32_wfc3_ir_total_icnw32_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.3156585765565e-22,-4.1428506215417e-22,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/ib3n03030/ib3n03030_drz.fits,2025-04-03,HST,WFC3,F110W,1.21854611956772e-05,3.34761888074651e-05,3.34761888074651e-05,-1.2185461195677e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/n4b707010/n4b707010_mos.fits,2009-06-16T22:46:05,HST,NICMOS,F110W,1.40066e-06,-2.08761e-05,-2.10652e-05,-1.38809e-06
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/n4b707020/n4b707020_mos.fits,2009-02-22T16:47:09,HST,NICMOS,F110W,6.29395e-07,-1.19352e-05,-1.19835e-05,-6.2686e-07
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_11691_03_wfc3_ir_f160w_ib3n03/hst_11691_03_wfc3_ir_f160w_ib3n03_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0501255559679e-21,-1.088809022895e-21,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/n4b707030/n4b707030_mos.fits,2009-06-16T22:46:44,HST,NICMOS,F160W,1.4007e-06,-2.08761e-05,-2.10651e-05,-1.38813e-06
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_37_wfc3_ir_total_icnw37/hst_13691_37_wfc3_ir_total_icnw37_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.0749822540498e-22,-5.3455496637474e-23,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_skycell-p0497x09y14_wfc3_ir_f110w_all/hst_skycell-p0497x09y14_wfc3_ir_f110w_all_drz.fits,2024-11-19,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_11691_03_wfc3_ir_total_ib3n03/hst_11691_03_wfc3_ir_total_ib3n03_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.4669447051609e-21,1.13593373119443e-21,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_skycell-p0497x09y14_wfc3_ir_f160w_coarse-all/hst_skycell-p0497x09y14_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-19,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/ib3n03050/ib3n03050_drz.fits,2025-04-07,HST,WFC3,F160W,1.21854611956755e-05,3.34761888074657e-05,3.34761888074657e-05,-1.2185461195675e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_skycell-p0497x09y14_wfc3_ir_f110w_coarse-all/hst_skycell-p0497x09y14_wfc3_ir_f110w_coarse-all_drz.fits,2024-11-19,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_36_wfc3_ir_f160w_icnw36/hst_13691_36_wfc3_ir_f160w_icnw36_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,3.94376500712635e-22,9.15176918031901e-23,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/ib3n03060/ib3n03060_drz.fits,2025-04-11,HST,WFC3,F110W,1.21868470786596e-05,3.34756843082524e-05,3.34756843082524e-05,-1.2186847078659e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_11691_03_wfc3_ir_f110w_ib3n03/hst_11691_03_wfc3_ir_f110w_ib3n03_drz.fits,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,1.4669447051609e-21,1.13593373119443e-21,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_36_wfc3_ir_total_icnw36/hst_13691_36_wfc3_ir_total_icnw36_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,3.94376500712635e-22,9.15176918031901e-23,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/n4b707040/n4b707040_mos.fits,2009-02-22T16:47:47,HST,NICMOS,F160W,6.29414e-07,-1.19352e-05,-1.19835e-05,-6.26879e-07
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_37_wfc3_ir_f110w_icnw37/hst_13691_37_wfc3_ir_f110w_icnw37_drz.fits,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,1.0749822540498e-22,-5.3455496637474e-23,3.56250007947285e-05
2006mr,pantheon_data_folder/2006mr/mastDownload/HST/n4b707070/n4b707070_mos.fits,2009-02-22T16:48:24,HST,NICMOS,F110M,6.27888e-07,-1.19353e-05,-1.19836e-05,-6.25359e-07
2007F,pantheon_data_folder/2007F/mastDownload/HLA/hst_11110_04_acs_sbc_f125lp/hst_11110_04_acs_sbc_f125lp_drz.fits,2017-10-21,HST,ACS,,-8.3333333333333e-06,3.10330508617083e-36,0.0,8.33333333333336e-06
2007F,pantheon_data_folder/2007F/mastDownload/HLA/hst_11110_04_acs_sbc_f140lp/hst_11110_04_acs_sbc_f140lp_drz.fits,2017-10-21,HST,ACS,,-8.3333333333333e-06,3.10330508617083e-36,0.0,8.33333333333336e-06
2007F,pantheon_data_folder/2007F/mastDownload/HLA/hst_11110_04_acs_sbc_f150lp/hst_11110_04_acs_sbc_f150lp_drz.fits,2017-10-21,HST,ACS,,-8.3333333333333e-06,3.10330508617083e-36,0.0,8.33333333333336e-06
2007F,pantheon_data_folder/2007F/mastDownload/HST/j9zp04010/j9zp04010_drz.fits,2025-05-12,HST,ACS,,5.10183473126143e-06,4.7113259762084e-06,4.7113259762084e-06,-5.1018347312614e-06
2007F,pantheon_data_folder/2007F/mastDownload/HST/hst_11110_04_acs_sbc_f140lp_j9zp04/hst_11110_04_acs_sbc_f140lp_j9zp04_drz.fits,2024-11-07,HST,ACS,F140LP;N/A,-6.9444444444444e-06,4.71530571948943e-22,4.86860744530893e-22,6.94444444444444e-06
2007F,pantheon_data_folder/2007F/mastDownload/HST/j9zp04020/j9zp04020_drz.fits,2025-05-12,HST,ACS,,5.10183473126143e-06,4.7113259762084e-06,4.7113259762084e-06,-5.1018347312614e-06
2007F,pantheon_data_folder/2007F/mastDownload/HST/hst_11110_04_acs_sbc_f150lp_j9zp04/hst_11110_04_acs_sbc_f150lp_j9zp04_drz.fits,2024-11-07,HST,ACS,F150LP;N/A,-6.9444444444444e-06,-1.1558656762281e-22,-1.9243556162237e-22,6.94444444444444e-06
2007F,pantheon_data_folder/2007F/mastDownload/HST/j9zp04030/j9zp04030_drz.fits,2025-05-12,HST,ACS,,5.10181433247341e-06,4.71134806569949e-06,4.71134806569949e-06,-5.1018143324734e-06
2007F,pantheon_data_folder/2007F/mastDownload/HST/hst_11110_04_acs_sbc_total_j9zp04/hst_11110_04_acs_sbc_total_j9zp04_drz.fits,2024-11-07,HST,ACS,detection,-6.9444444444444e-06,3.02008788607475e-22,3.48522575993286e-22,6.94444444444444e-06
2007F,pantheon_data_folder/2007F/mastDownload/HST/hst_11110_04_acs_sbc_f125lp_j9zp04/hst_11110_04_acs_sbc_f125lp_j9zp04_drz.fits,2024-11-07,HST,ACS,F125LP;N/A,-6.9444444444444e-06,4.71530571948943e-22,4.86860744530893e-22,6.94444444444444e-06
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_12_wfc3_ir_total_icwr12/hst_14182_12_wfc3_ir_total_icwr12_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.4154352913428e-22,-7.0062689766789e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/icwr14050/icwr14050_drz.fits,2025-04-07,HST,WFC3,F160W,3.555887789852e-05,-2.1695354854325e-06,-2.1695354854325e-06,-3.555887789852e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_12_wfc3_ir_f160w_icwr12/hst_14182_12_wfc3_ir_f160w_icwr12_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.4154352913428e-22,-7.0062689766789e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_13_wfc3_ir_total_icwr13/hst_14182_13_wfc3_ir_total_icwr13_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-2.3420897190652e-23,-3.4604566391938e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_11711_02_wfc3_ir_f160w_ib2i02/hst_11711_02_wfc3_ir_f160w_ib2i02_drz.fits,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,1.30036441436369e-22,7.59920751490097e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_11_wfc3_ir_f160w_icwr11/hst_14182_11_wfc3_ir_f160w_icwr11_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,3.41813168642305e-23,-2.5250181560428e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_11711_02_wfc3_ir_total_ib2i02/hst_11711_02_wfc3_ir_total_ib2i02_drz.fits,2024-11-08,HST,WFC3,detection,-3.5625000794728e-05,1.34621227207916e-23,-1.2282728091527e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_11_wfc3_ir_total_icwr11/hst_14182_11_wfc3_ir_total_icwr11_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,3.41813168642305e-23,-2.5250181560428e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_13_wfc3_ir_f160w_icwr13/hst_14182_13_wfc3_ir_f160w_icwr13_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.3420897190652e-23,-3.4604566391938e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_skycell-p1892x05y19_wfc3_ir_f160w_all/hst_skycell-p1892x05y19_wfc3_ir_f160w_all_drz.fits,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_06_wfc3_ir_f160w_icwr06/hst_14182_06_wfc3_ir_f160w_icwr06_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,2.49978321608276e-23,-2.2481164396663e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_18_wfc3_ir_total_icwr18/hst_14182_18_wfc3_ir_total_icwr18_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.0560273945441e-21,-4.4944141671304e-22,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_18_wfc3_ir_f160w_icwr18/hst_14182_18_wfc3_ir_f160w_icwr18_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.0560273945441e-21,-4.4944141671304e-22,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_skycell-p1973x15y03_wfc3_ir_f160w_coarse-all/hst_skycell-p1973x15y03_wfc3_ir_f160w_coarse-all_drz.fits,2024-01-31,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_06_wfc3_ir_total_icwr06/hst_14182_06_wfc3_ir_total_icwr06_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,2.49978321608276e-23,-2.2481164396663e-23,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_59_wfc3_ir_f160w_icwr59/hst_14182_59_wfc3_ir_f160w_icwr59_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-6.4667640960685e-22,-1.0749082533422e-21,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_skycell-p1892x05y19_wfc3_ir_f160w_coarse-all/hst_skycell-p1892x05y19_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_07_wfc3_ir_f160w_icwr07/hst_14182_07_wfc3_ir_f160w_icwr07_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.8498230028473e-22,-3.156446327739e-22,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_skycell-p1973x15y02_wfc3_ir_f160w_all/hst_skycell-p1973x15y02_wfc3_ir_f160w_all_drz.fits,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_14_wfc3_ir_f160w_icwr14/hst_14182_14_wfc3_ir_f160w_icwr14_drz.fits,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,7.88199819444781e-23,1.61701942551296e-22,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_skycell-p1973x15y02_wfc3_ir_f160w_coarse-all/hst_skycell-p1973x15y02_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_14_wfc3_ir_total_icwr14/hst_14182_14_wfc3_ir_total_icwr14_drz.fits,2024-11-08,HST,WFC3,detection,-3.5625000794728e-05,7.88199819444781e-23,1.61701942551296e-22,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_skycell-p1973x15y03_wfc3_ir_f160w_all/hst_skycell-p1973x15y03_wfc3_ir_f160w_all_drz.fits,2024-01-31,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_59_wfc3_ir_total_icwr59/hst_14182_59_wfc3_ir_total_icwr59_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-6.4667640960685e-22,-1.0749082533422e-21,3.56250007947285e-05
2010ai,pantheon_data_folder/2010ai/mastDownload/HST/hst_14182_07_wfc3_ir_total_icwr07/hst_14182_07_wfc3_ir_total_icwr07_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-2.8498230028473e-22,-3.156446327739e-22,3.56250007947285e-05
2007A,pantheon_data_folder/2007A/mastDownload/HST/iedh20020/iedh20020_drz.fits,2025-04-04,HST,WFC3,F160W,-1.1896028691593e-05,-3.3580130776892e-05,-3.3580130776892e-05,1.18960286915931e-05
2007A,pantheon_data_folder/2007A/mastDownload/HST/iedh14020/iedh14020_drz.fits,2025-04-07,HST,WFC3,F160W,-1.1896028691593e-05,-3.3580130776892e-05,-3.3580130776892e-05,1.1896028691593e-05
2007A,pantheon_data_folder/2007A/mastDownload/HST/hst_skycell-p1592x19y06_wfc3_ir_f160w_coarse-all/hst_skycell-p1592x19y06_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-20,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007A,pantheon_data_folder/2007A/mastDownload/HST/hst_16269_12_wfc3_ir_f160w_iedh12/hst_16269_12_wfc3_ir_f160w_iedh12_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.3561639781068e-21,-1.0314161215336e-21,3.56250007947285e-05
2007A,pantheon_data_folder/2007A/mastDownload/HST/hst_16269_12_wfc3_ir_total_iedh12/hst_16269_12_wfc3_ir_total_iedh12_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.3561639781068e-21,-1.0314161215336e-21,3.56250007947285e-05
2007A,pantheon_data_folder/2007A/mastDownload/HST/hst_16269_16_wfc3_ir_f160w_iedh16/hst_16269_16_wfc3_ir_f160w_iedh16_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.8314353229599e-21,-1.0106247643697e-21,3.56250007947285e-05
