SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
2016coj,2016coj,NGC 4125,182.028154,65.177235,182.02448,65.17433,0.004523,0.004887,6.30E-05,0.0057,0.00084,-243,250,,,,,,,0,1,0
SN2016cuv,2016cuv,GALEXASC J161914.56+402512.5,244.810942,40.420721,244.8109,40.420159,0.0832,0.083322,0.000165,0.08352,0.00092,-55,250,,,,,,,0,1,0
SN2016esh,2016esh,2MASXi J1604144+164124,241.059778,16.690242,241.059862,16.690235,0.044573,0.044881,2.60E-05,0.04583,0.00087,-273,250,,,,,,,0,1,0
SN2016gfr,2016gfr,2MASX J18193566+2347137,274.898308,23.786189,274.898621,23.787149,0.016693,0.016297,0.00012,0.01671,0.00086,-123,250,,,,,,,0,1,0
SN2016glp,2016glp,GALEXASC J233613.95+234146.7,354.058317,23.69597,354.05819,23.695907,0.08493,0.083656,0.00012,0.0841,0.00091,-122,250,,,,,,,0,1,0
SN2016glz,2016glz,GALEXASC J000556.57+082613.6,1.47323,8.430188,1.473225,8.430166,0.040994,0.039746,7.00E-05,0.04077,0.00087,-294,250,,,,,,,0,1,0
SN2016gmb,2016gmb,GALEXASC J003445.02-060936.8,8.686078,-6.158891,8.687177,-6.159932,0.058269,0.057083,8.00E-05,0.0583,0.00089,-344,250,,,,,,,0,1,0
SN2016grz,2016grz,SDSS J015533.01+334921.3,28.887355,33.822918,28.887566,33.822604,0.08748,0.086556,0.0005,0.08704,0.00104,-133,250,,,,,,,0,1,0
SN2016hhv,2016hhv,2MASX J23354784+2042265,353.95205,20.70881,353.949476,20.707407,0.06194,0.060675,0.00014,0.06121,0.0009,-152,250,,,,,,,0,1,0
SN2016hpx,2016hpx,2MASXi J0603164-265353,90.81938,-26.898583,90.818333,-26.898611,0.033375,0.033699,0.000465,0.03282,0.00098,255,250,,,,,,,0,1,0
SN2016ixf,2016ixf,SDSS J103944.53+150204.7,159.935681,15.034696,159.935561,15.034654,0.06602,0.067228,0.00011,0.06711,0.0009,32,250,,,,,,,0,1,0
SN2017cii,2017cii,SDSS J163319.94+234356.4,248.332828,23.731273,248.33317,23.732315,0.033238,0.033366,7.00E-06,0.03289,0.00086,139,250,,,,,,,0,1,0
SN2017ciy,2017ciy,2MASX J17040672+2503184,256.028863,25.052881,256.02804,25.055127,0.037655,0.037625,0.00105,0.03834,0.00136,-206,250,,,,,,,0,1,0
SN2017cjv,2017cjv,LCRS B100813.8-033156,152.690199,-3.777521,152.690047,-3.778907,0.059528,0.060789,0.00014,0.06092,0.0009,-37,250,,,,,,,0,1,0
SN2017ckx,2017ckx,UGC 04030 NED01,117.045391,28.230711,117.045705,28.230312,0.027158,0.027786,5.00E-06,0.02857,0.00086,-230,250,,,,,,,0,1,0
SN2017cne,2017cne,2MASX J15084277+0408473,227.179015,4.146076,227.17829,4.14636,0.033771,0.034403,7.00E-06,0.03346,0.00086,273,250,,,,,,,0,1,0
SN2017coa,2017coa,SDSS J084955.19+560554.6,132.480332,56.099045,132.479948,56.09853,0.04,0.04045,0.003,0.04095,0.00312,-144,250,,,,,,,0,1,1
SN2017cpu,2017cpu,2MASX J14075270+0938281,211.968898,9.642034,211.969621,9.641272,0.054404,0.055292,1.00E-05,0.05502,0.00088,78,250,,,,,,,0,1,0
SN2017dez,2017dez,WISEA J162731.02+494140.8,246.878985,49.695773,246.87934,49.69473,0.02468,0.024717,0.001,0.0244,0.00131,92,250,,,,,,,0,1,0
SN2017dfu,2017dfu,WISEA J081909.15-162940.3,124.788389,-16.495668,124.78804,-16.49458,0.045,0.045942,0.001,0.04552,0.00133,121,250,,,,,,,0,1,1
SN2017dgi,2017dgi,LCRS B100946.0-053912,153.065519,-5.90263,153.06825,-5.90128,0.054261,0.05552,0.00015,0.05485,0.00089,189,250,,,,,,,0,1,0
SN2017drh,2017drh,NGC 6384,263.108557,7.063238,263.101158,7.06054,0.005554,0.005423,5.00E-06,0.00616,0.00084,-221,250,,,,,,,0,1,0
SN2017hn,2017hn,UGC 08204,196.914215,6.337602,196.914157,6.335999,0.02385,0.024923,8.00E-06,0.02557,0.00086,-189,250,,,,,,,0,1,0
SN2017jl,2017jl,2MASX J00573150+3011098,14.38288,30.185234,14.381299,30.185952,0.016331,0.015293,0.000444,0.01525,0.00096,12,250,,,,,,,0,1,0
SN2017lc,2017lc,,146.1071,-18.54832,,,0.06,0.061194,0.002,0.06116,0.00219,10,250,,,,,,,0,0,1
SN2017mf,2017mf,NGC 5541,214.129418,39.586353,214.13248,39.589132,0.025612,0.026182,9.00E-06,0.02598,0.00086,59,250,,,,,,,0,1,0
SN2017ms,2017ms,SDSS J102641.99+364053.2,156.67644,36.680529,156.674963,36.681448,0.024483,0.025378,9.00E-06,0.02591,0.00086,-156,250,,,,,,,0,1,0
SN2017mu,2017mu,GALEXASC J093036.72+212437.4,142.652443,21.411863,142.652618,21.411034,0.081617,0.082674,0.000425,0.08268,0.001,-3,250,,,,,,,0,1,0
SN2017nw,2017nw,SDSS J111612.52+024828.9,169.052722,2.808109,169.052238,2.808058,0.07696,0.07827,7.00E-05,0.07803,0.0009,67,250,,,,,,,0,1,0
Anguta,2003bd,,189.354417,62.221528,,,0.67,0.670665,0.005,0.67075,0.00519,-16,250,,,,,,,0,0,1
Aphrodite,2002fw,,53.156333,-27.779611,,,1.3,1.299122,0.005,1.29911,0.00535,2,250,,,,,,,0,0,1
Borg,2003dy,,189.288167,62.191389,,,1.34,1.340933,0.005,1.34101,0.00537,-10,250,,,,,,,0,0,1
Eagle,,,189.336458,62.228194,,,1.019,1.019804,0.0005,1.01988,0.00176,-12,250,,,,,,,0,0,0
Elvis,2003eq,,189.451417,62.226472,,,0.839,0.839731,0.005,0.83981,0.00523,-13,250,,,,,,,0,0,1
Ferguson,,,189.104583,62.256622,,,1.02,1.020805,0.005,1.02088,0.00528,-12,250,,,,,,,0,0,1
Frodo,2002kd,,53.093083,-27.740806,,,0.735,0.734335,0.0005,0.73432,0.00153,2,250,,,,,,,0,0,0
Gabi,,,189.057625,62.2021,,,1.12,1.120847,0.005,1.12092,0.0053,-11,250,,,,,,,0,0,1
Greenburg,,,53.089542,-27.782861,,,1.14,1.13918,0.005,1.13917,0.00531,2,250,,,,,,,0,0,1
Hawk,,,188.9215,62.193664,,,0.49,0.490596,0.0005,0.4907,0.00134,-20,250,,,,,,,0,0,0
Inanna,2003aj,,53.184708,-27.918444,,,1.307,1.306122,0.0005,1.30611,0.00199,2,250,,,,,,,0,0,0
Koekemoer,,,189.0955,62.306444,,,1.23,1.230886,0.005,1.23096,0.00534,-10,250,,,,,,,0,0,1
Lancaster,,,189.236333,62.214814,,,1.235,1.235891,0.0005,1.23597,0.00193,-10,250,,,,,,,0,0,0
Manipogo,,,189.145042,62.263628,,,0.854,0.854738,0.0005,0.85482,0.00163,-13,250,,,,,,,0,0,0
Mcenroe,2003eb,,189.31325,62.226278,,,0.899,0.899756,0.005,0.89984,0.00525,-13,250,,,,,,,0,0,1
Mcguire,,,53.04175,-27.83055,,,1.357,1.356096,0.0005,1.35608,0.00203,2,250,,,,,,,0,0,0
Nanna,2002ki,,189.368125,62.344444,,,1.141,1.141847,0.0005,1.14192,0.00185,-11,250,,,,,,,0,0,0
Ombo,,,53.105583,-27.750836,,,0.975,0.974244,0.0005,0.97423,0.00172,2,250,,,,,,,0,0,0
Patuxent,,,189.5375,62.313122,,,0.97,0.97078,0.005,0.97086,0.00526,-12,250,,,,,,,0,0,1
Qiqirn,2003be,,189.108208,62.115444,,,0.64,0.640658,0.0005,0.64075,0.00146,-16,250,,,,,,,0,0,0
Rakke,,,53.075625,-27.736264,,,0.739,0.738333,0.0005,0.73832,0.00153,2,250,,,,,,,0,0,0
Ramone,2003es,,189.230792,62.219972,,,0.954,0.954779,0.005,0.95486,0.00526,-12,250,,,,,,,0,0,1
Sasquatch,,,189.225458,62.139656,,,1.39,1.390956,0.005,1.39103,0.00538,-10,250,,,,,,,0,0,1
SCP05D0,,,35.425275,-3.364756,,,1.014,1.012359,0.0005,1.01242,0.00175,-8,250,,,,,,,0,0,0
SCP05D6,,,35.443683,-3.382272,,,1.315,1.313114,0.0005,1.31317,0.00199,-7,250,,,,,,,0,0,0
SCP06C0,,,187.356896,1.849053,,,1.092,1.094404,0.0005,1.09434,0.00182,9,250,,,,,,,0,0,0
SCP06G4,,,217.3281,34.643719,,,1.35,1.351337,0.0005,1.35136,0.00202,-2,250,,,,,,,0,0,0
SCP06H5,,,218.625583,34.44925,,,1.231,1.232234,0.0005,1.23225,0.00193,-3,250,,,,,,,0,0,0
SCP06K0,,,219.534858,34.238356,,,1.415,1.416311,0.0005,1.41633,0.00208,-2,250,,,,,,,0,0,0
SCP06R12,,,35.750346,-4.600847,,,1.212,1.210219,0.0005,1.21027,0.00191,-7,250,,,,,,,0,0,0
SCP06U4,,,356.372625,-36.546042,,,1.05,1.04819,0.0005,1.04817,0.00178,3,250,,,,,,,0,0,0
Spock,,,189.277208,62.25325,,,0.839,0.839732,0.0005,0.83981,0.00161,-13,250,,,,,,,0,0,0
Strolger,,,189.085958,62.180717,,,1.027,1.02781,0.0005,1.02789,0.00176,-12,250,,,,,,,0,0,0
Thames,,,189.229875,62.217792,,,0.954,0.954779,0.0005,0.95486,0.00171,-12,250,,,,,,,0,0,0
Thoth,2002hp,,53.103292,-27.771611,,,1.305,1.304117,0.0005,1.30411,0.00199,2,250,,,,,,,0,0,0
Vilas,2003lv,,189.370833,62.191056,,,0.935,0.935771,0.005,0.93585,0.00525,-12,250,,,,,,,0,0,1
Yowie,,,189.143042,62.203597,,,0.457,0.457582,0.0005,0.45769,0.00131,-22,250,,,,,,,0,0,0
camille,,,189.2807,62.174123,,,1.222,1.222887,0.002,1.22296,0.00273,-10,250,,,,,,,0,0,0
carter,,,150.06136,2.192381,,,1.54,1.542947,0.04,1.5429,0.04006,5,250,,,,,,,0,0,1
colfax,,,189.15659,62.309172,,,2.26,2.261295,0.02,2.26137,0.02018,-7,250,,,,,,,0,0,0
garner,,,189.170025,62.187267,,,1.07,1.070827,0.02,1.0709,0.02008,-11,250,,,,,,,0,0,1
geta,,,322.349552,0.140211,,,1.7,1.697016,0.04,1.69706,0.04006,-5,250,,,,,,,0,0,0
Jay,,,189.172304,62.191767,,,1.03,1.030811,0.01,1.03089,0.01014,-12,250,,,,,,,0,0,0
Primo,,,53.158375,-27.777527,,,1.55,1.549026,0.0001,1.54901,0.00213,1,250,,,,,,,0,0,0
rutledge,,,215.200442,53.072811,,,1.614,1.614988,0.005,1.61505,0.00545,-7,250,,,,,,,0,0,0
stone,,,189.31989,62.278179,,,1.8,1.801112,0.02,1.80119,0.02014,-8,250,,,,,,,0,0,0
trajan,,,324.94182,-23.64297,,,1.52,1.517549,0.04,1.51754,0.04005,1,250,,,,,,,0,0,0
vespasian,,,322.4275,-7.696583,,,1.206,1.203627,0.007,1.20366,0.00724,-4,250,,,,,,,0,0,0
washington,,,53.0869,-27.82819,,,1.33,1.329108,0.02,1.3291,0.02009,2,250,,,,,,,0,0,0
wilson,,,34.443066,-5.256643,,,1.914,1.911601,0.001,1.91165,0.00263,-5,250,,,,,,,0,0,0
1997,1997ff,,189.18375,62.21242,,,1.755,1.756099,0.002,1.75618,0.00305,-8,250,,,,,,,0,0,0
03D1au,,,36.04321,-4.037469,,,0.5043,0.503092,0.0005,0.50316,0.00135,-14,250,,,,,,,0,0,0
03D1aw,,,36.061634,-4.517158,,,0.582,0.580733,0.005,0.5808,0.00517,-12,250,,,,,,,0,0,0
03D1bp,,,36.657235,-4.838779,,,0.347,0.345936,0.001,0.34602,0.0015,-18,250,,,,,,,0,0,0
03D1co,,,36.567748,-4.93505,,,0.679,0.677672,0.001,0.67773,0.00172,-11,250,,,,,,,0,0,0
03D1dt,,,36.629968,-4.052341,,,0.612,0.610721,0.001,0.61078,0.00167,-12,250,,,,,,,0,0,0
03D1ew,,,36.058795,-4.665852,,,0.868,0.866505,0.01,0.86656,0.01012,-9,250,,,,,,,0,0,1
03D1fc,,,36.431648,-4.144059,,,0.332,0.33094,0.001,0.33103,0.00149,-19,250,,,,,,,0,0,0
03D1fq,,,36.731935,-4.302217,,,0.8,0.798576,0.01,0.79863,0.01011,-10,250,,,,,,,0,0,1
03D3aw,2003fp,,215.223049,52.605624,,,0.449,0.449556,0.001,0.44964,0.00157,-17,250,,,,,,,0,0,0
03D3bl,2003fk,,214.982501,53.097401,,,0.3553,0.355815,0.0005,0.35591,0.00124,-21,250,,,,,,,0,0,0
03D3cd,2003fi,,214.666364,52.612079,,,0.4607,0.461269,0.0005,0.46135,0.00132,-17,250,,,,,,,0,0,0
03D4ag,2003ha,,333.690959,-17.739655,,,0.285,0.283606,0.001,0.28363,0.00146,-6,250,,,,,,,0,0,0
03D4at,,,333.600166,-17.776726,,,0.634,0.632229,0.001,0.63225,0.00169,-3,250,,,,,,,0,0,0
03D4au,,,334.041366,-18.07759,,,0.468,0.46641,0.001,0.46643,0.00158,-4,250,,,,,,,0,0,0
03D4cj,,,334.027611,-17.704656,,,0.27,0.26862,0.01,0.26865,0.01006,-6,250,,,,,,,0,0,1
03D4cx,,,333.64064,-17.587511,,,0.949,0.946884,0.01,0.9469,0.01013,-2,250,,,,,,,0,0,1
03D4cy,,,333.418394,-17.681641,,,0.927,0.924912,0.001,0.92493,0.00189,-2,250,,,,,,,0,0,0
03D4cz,,,334.174418,-17.926271,,,0.695,0.69316,0.001,0.69318,0.00173,-3,250,,,,,,,0,0,0
03D4dh,,,334.37928,-17.629653,,,0.627,0.625228,0.0004,0.62525,0.00141,-3,250,,,,,,,0,0,0
03D4di,,,333.542663,-17.506617,,,0.899,0.896938,0.001,0.89695,0.00187,-2,250,,,,,,,0,0,0
03D4dy,,,333.710523,-17.956479,,,0.61,0.608257,0.01,0.60827,0.01009,-3,250,,,,,,,0,0,1
03D4fd,,,334.060214,-17.395573,,,0.791,0.789049,0.001,0.78907,0.0018,-3,250,,,,,,,0,0,0
03D4gf,,,333.595552,-17.734032,,,0.58,0.578287,0.01,0.5783,0.01009,-3,250,,,,,,,0,0,1
03D4gg,,,334.167458,-18.164458,,,0.592,0.590276,0.001,0.59029,0.00166,-3,250,,,,,,,0,0,0
04D1aj,,,36.474835,-4.99461,,,0.721,0.719636,0.01,0.71969,0.0101,-10,250,,,,,,,0,0,1
04D1dc,,,36.576935,-4.311968,,,0.211,0.210039,0.001,0.21015,0.00142,-28,250,,,,,,,0,0,0
04D1de,,,36.649621,-4.422623,,,0.768,0.7666,0.001,0.76666,0.00178,-10,250,,,,,,,0,0,0
04D1ff,,,36.410924,-4.902631,,,0.86,0.858524,0.01,0.85858,0.01012,-9,250,,,,,,,0,0,1
04D1hd,,,36.536808,-4.109634,,,0.369,0.367912,0.001,0.36799,0.00152,-18,250,,,,,,,0,0,0
04D1hx,,,36.177063,-4.790326,,,0.56,0.558755,0.001,0.55882,0.00164,-12,250,,,,,,,0,0,0
04D1hy,,,36.036226,-4.831071,,,0.85,0.84852,0.01,0.84858,0.01012,-9,250,,,,,,,0,0,1
04D1iv,,,36.200212,-4.152559,,,0.998,0.996402,0.001,0.99646,0.00194,-8,250,,,,,,,0,0,0
04D1jd,,,36.961818,-4.94379,,,0.778,0.776605,0.001,0.77666,0.00179,-9,250,,,,,,,0,0,0
04D1jg,,,36.552319,-4.1348,,,0.5842,0.582942,0.0005,0.58301,0.00141,-12,250,,,,,,,0,0,0
04D1kj,,,36.969417,-4.180252,,,0.585,0.583752,0.001,0.58382,0.00166,-12,250,,,,,,,0,0,0
04D1ks,,,36.039649,-4.978721,,,0.798,0.796563,0.01,0.79662,0.01011,-9,250,,,,,,,0,0,1
04D1oh,,,36.25984,-4.236187,,,0.59,0.58873,0.01,0.58879,0.01009,-12,250,,,,,,,0,0,1
04D1ow,,,36.677899,-4.30619,,,0.915,0.913484,0.01,0.91354,0.01013,-9,250,,,,,,,0,0,1
04D1pc,,,36.60365,-4.3994,,,0.77,0.768597,0.001,0.76865,0.00178,-10,250,,,,,,,0,0,0
04D1pd,,,36.915633,-4.631172,,,0.95,0.948466,0.01,0.94852,0.01013,-8,250,,,,,,,0,0,1
04D1pg,,,36.767329,-4.175287,,,0.515,0.513802,0.001,0.51387,0.00161,-13,250,,,,,,,0,0,0
04D1pp,,,36.301993,-4.701584,,,0.735,0.733619,0.001,0.73368,0.00176,-10,250,,,,,,,0,0,0
04D1pu,,,36.868641,-4.744934,,,0.639,0.63771,0.001,0.63777,0.00169,-11,250,,,,,,,0,0,0
04D1qd,,,36.637813,-4.107177,,,0.767,0.765599,0.001,0.76566,0.00178,-10,250,,,,,,,0,0,0
04D1rh,,,36.946448,-4.253765,,,0.436,0.434869,0.001,0.43494,0.00156,-15,250,,,,,,,0,0,0
04D1rx,,,36.295958,-4.618349,,,0.985,0.983419,0.001,0.98347,0.00193,-8,250,,,,,,,0,0,0
04D1sa,,,36.983995,-4.176071,,,0.585,0.583752,0.001,0.58382,0.00166,-12,250,,,,,,,0,0,0
04D1si,,,36.203316,-4.56895,,,0.702,0.700641,0.001,0.7007,0.00174,-10,250,,,,,,,0,0,0
04D1sk,,,36.094908,-4.353621,,,0.6634,0.662068,0.0005,0.66213,0.00147,-11,250,,,,,,,0,0,0
04D2cf,,,150.483707,1.879478,,,0.369,0.370593,0.001,0.37052,0.00152,16,250,,,,,,,0,0,0
04D2fp,,,149.867166,2.321014,,,0.415,0.416639,0.001,0.41657,0.00155,14,250,,,,,,,0,0,0
04D2gp,,,149.834888,2.508879,,,0.732,0.734005,0.001,0.73395,0.00176,9,250,,,,,,,0,0,0
04D2iu,,,150.304914,2.41505,,,0.7,0.701974,0.01,0.70192,0.0101,9,250,,,,,,,0,0,1
04D2kr,,,150.155592,1.711927,,,0.7441,0.746127,0.0005,0.74607,0.00154,9,250,,,,,,,0,0,0
04D2mh,,,149.941201,2.141025,,,0.59,0.591844,0.01,0.59179,0.01009,11,250,,,,,,,0,0,1
04D3co,,,214.458245,52.963611,,,0.62,0.620626,0.01,0.6207,0.01009,-13,250,,,,,,,0,0,1
04D3cy,,,214.55181,52.658332,,,0.643,0.64364,0.001,0.64371,0.0017,-13,250,,,,,,,0,0,0
04D3dd,,,214.451686,52.470678,,,1.002,1.002787,0.001,1.00285,0.00195,-9,250,,,,,,,0,0,0
04D3df,,,214.541671,52.277686,,,0.47,0.47058,0.01,0.47066,0.01008,-16,250,,,,,,,0,0,1
04D3do,,,214.442008,52.267553,,,0.61,0.610638,0.01,0.61071,0.01009,-13,250,,,,,,,0,0,1
04D3fk,,,214.609102,52.528468,,,0.3578,0.358331,0.0007,0.35842,0.00133,-20,250,,,,,,,0,0,0
04D3fq,,,214.241188,52.379472,,,0.742,0.74269,0.001,0.74276,0.00176,-11,250,,,,,,,0,0,0
04D3gt,,,215.635796,52.646921,,,0.451,0.451551,0.001,0.45163,0.00157,-17,250,,,,,,,0,0,0
04D3gx,,,215.056948,52.282777,,,0.91,0.910745,0.01,0.91081,0.01013,-10,250,,,,,,,0,0,1
04D3hn,,,215.528731,52.228587,,,0.552,0.552599,0.001,0.55267,0.00164,-14,250,,,,,,,0,0,0
04D3kr,,,214.149726,52.478874,,,0.337,0.337529,0.001,0.33762,0.0015,-21,250,,,,,,,0,0,0
04D3ks,,,215.63978,52.185184,,,0.75,0.750675,0.01,0.75074,0.01011,-11,250,,,,,,,0,0,1
04D3lp,,,214.96212,52.503195,,,0.983,0.983769,0.001,0.98383,0.00193,-9,250,,,,,,,0,0,0
04D3lu,,,215.283209,52.974792,,,0.822,0.82269,0.001,0.82276,0.00182,-11,250,,,,,,,0,0,0
04D3mk,,,214.857351,53.163694,,,0.813,0.813689,0.001,0.81376,0.00181,-11,250,,,,,,,0,0,0
04D3ml,,,214.162783,53.093253,,,0.95,0.950756,0.01,0.95082,0.01013,-10,250,,,,,,,0,0,1
04D3nc,,,214.075911,52.273804,,,0.817,0.817726,0.001,0.81779,0.00182,-10,250,,,,,,,0,0,0
04D3nh,,,215.611283,52.333448,,,0.34,0.340514,0.001,0.34061,0.0015,-21,250,,,,,,,0,0,0
04D3nr,,,215.660448,52.648687,,,0.96,0.960744,0.01,0.96081,0.01013,-10,250,,,,,,,0,0,1
04D3ny,,,214.734665,52.187465,,,0.81,0.810714,0.01,0.81078,0.01011,-11,250,,,,,,,0,0,1
04D3oe,,,214.914099,52.553847,,,0.756,0.756681,0.001,0.75675,0.00177,-11,250,,,,,,,0,0,0
04D4an,,,333.98792,-17.695501,,,0.613,0.611248,0.001,0.61127,0.00167,-3,250,,,,,,,0,0,0
04D4bk,,,333.7821,-18.060275,,,0.88,0.877965,0.01,0.87798,0.01012,-2,250,,,,,,,0,0,1
04D4bq,,,333.705933,-17.827595,,,0.55,0.54832,0.01,0.54834,0.01008,-3,250,,,,,,,0,0,1
04D4dm,,,333.856058,-17.245159,,,0.811,0.809026,0.001,0.80904,0.00181,-3,250,,,,,,,0,0,0
04D4dw,,,334.18614,-17.834071,,,1.031,1.028794,0.001,1.02881,0.00197,-2,250,,,,,,,0,0,0
04D4fx,,,334.158899,-18.066356,,,0.629,0.627234,0.001,0.62725,0.00169,-3,250,,,,,,,0,0,0
04D4gg,,,334.038579,-17.294411,,,0.424,0.422448,0.001,0.42247,0.00155,-5,250,,,,,,,0,0,0
04D4hf,,,334.241251,-17.687025,,,0.936,0.933894,0.01,0.93391,0.01013,-2,250,,,,,,,0,0,1
04D4hu,,,333.900866,-17.8389,,,0.703,0.701153,0.001,0.70117,0.00174,-3,250,,,,,,,0,0,0
04D4ib,,,334.173804,-18.105089,,,0.699,0.697159,0.001,0.69717,0.00173,-3,250,,,,,,,0,0,0
04D4ic,,,333.591057,-17.943487,,,0.687,0.685174,0.001,0.68519,0.00172,-3,250,,,,,,,0,0,0
04D4id,,,334.089165,-17.229027,,,0.769,0.76707,0.001,0.76709,0.00178,-3,250,,,,,,,0,0,0
04D4ih,,,334.320937,-17.677382,,,0.934,0.931895,0.001,0.93191,0.0019,-2,250,,,,,,,0,0,0
04D4ii,,,333.9818,-17.657478,,,0.866,0.863972,0.001,0.86399,0.00185,-3,250,,,,,,,0,0,0
04D4im,,,333.753525,-17.396042,,,0.751,0.749095,0.001,0.74911,0.00177,-3,250,,,,,,,0,0,0
04D4in,,,333.785725,-17.261028,,,0.516,0.514349,0.0005,0.51437,0.00136,-4,250,,,,,,,0,0,0
04D4jr,,,333.559666,-17.350217,,,0.47,0.468402,0.01,0.46842,0.01007,-4,250,,,,,,,0,0,1
04D4ju,,,334.261358,-17.332814,,,0.472,0.470394,0.001,0.47042,0.00158,-4,250,,,,,,,0,0,0
04D4jw,,,334.32872,-17.665495,,,0.961,0.958866,0.001,0.95888,0.00192,-2,250,,,,,,,0,0,0
04D4jy,,,333.464902,-17.404895,,,0.93,0.927903,0.01,0.92792,0.01013,-2,250,,,,,,,0,0,1
05D1az,,,36.302108,-4.602335,,,0.842,0.840533,0.001,0.84059,0.00183,-9,250,,,,,,,0,0,0
05D1cb,,,36.737733,-4.117567,,,0.632,0.630708,0.001,0.63077,0.00169,-11,250,,,,,,,0,0,0
05D1cc,,,36.629866,-4.164801,,,0.564,0.56276,0.001,0.56283,0.00164,-13,250,,,,,,,0,0,0
05D1ck,,,36.10354,-4.7128,,,0.617,0.615708,0.001,0.61577,0.00168,-11,250,,,,,,,0,0,0
