SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,RA_SN,Dec_SN,filenameshort,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY,a_pixels,b_pixels,theta_deg,PA_deg,theta_rad,a_arcsec,b_arcsec
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_ez_wfc3_ir_f125w_ibeoez/hst_12063_ez_wfc3_ir_f125w_ibeoez_drz.fits,hst_12063_ez_wfc3_ir_f125w_ibeoez_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,3.04567487399929e-22,4.44145098292582e-22,3.56250007947285e-05,,,hst_12063_ez_wfc3_ir_f125w_ibeoez_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1j_wfc3_ir_f125w_ibeo1j/hst_12063_1j_wfc3_ir_f125w_ibeo1j_drz.fits,hst_12063_1j_wfc3_ir_f125w_ibeo1j_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,3.11039809994406e-21,2.36524023593209e-21,3.56250007947285e-05,,,hst_12063_1j_wfc3_ir_f125w_ibeo1j_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_57_wfc3_ir_f140w_ibhj57/hst_12177_57_wfc3_ir_f140w_ibhj57_drz.fits,hst_12177_57_wfc3_ir_f140w_ibhj57_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-1.8840495449443002e-21,-1.8215405688015e-21,3.56250007947285e-05,,,hst_12177_57_wfc3_ir_f140w_ibhj57_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1d_wfc3_ir_f160w_ibeo1d/hst_12063_1d_wfc3_ir_f160w_ibeo1d_drz.fits,hst_12063_1d_wfc3_ir_f160w_ibeo1d_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,4.96876432338822e-22,-7.6559623039204e-22,3.56250007947285e-05,,,hst_12063_1d_wfc3_ir_f160w_ibeo1d_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_72_wfc3_ir_f125w_ibeo72/hst_12063_72_wfc3_ir_f125w_ibeo72_drz.fits,hst_12063_72_wfc3_ir_f125w_ibeo72_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,2.22274877530399e-21,1.78730410224895e-21,3.56250007947285e-05,,,hst_12063_72_wfc3_ir_f125w_ibeo72_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_53_wfc3_ir_f125w_ibeo53/hst_12063_53_wfc3_ir_f125w_ibeo53_drz.fits,hst_12063_53_wfc3_ir_f125w_ibeo53_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,9.815384585687989e-22,-2.2229233066767e-22,3.56250007947285e-05,,,hst_12063_53_wfc3_ir_f125w_ibeo53_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_52_wfc3_ir_f160w_ibeo52/hst_12063_52_wfc3_ir_f160w_ibeo52_drz.fits,hst_12063_52_wfc3_ir_f160w_ibeo52_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,4.20858525930442e-22,-1.7719976922712e-22,3.56250007947285e-05,,,hst_12063_52_wfc3_ir_f160w_ibeo52_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_54_wfc3_ir_f125w_ibeo54/hst_12063_54_wfc3_ir_f125w_ibeo54_drz.fits,hst_12063_54_wfc3_ir_f125w_ibeo54_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,2.7003622139044606e-21,1.98443979614635e-21,3.56250007947285e-05,,,hst_12063_54_wfc3_ir_f125w_ibeo54_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_0q_wfc3_ir_f125w_ibeo0q/hst_12063_0q_wfc3_ir_f125w_ibeo0q_drz.fits,hst_12063_0q_wfc3_ir_f125w_ibeo0q_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.7545295680917e-21,-2.177645984379e-21,3.56250007947285e-05,,,hst_12063_0q_wfc3_ir_f125w_ibeo0q_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_f0_wfc3_ir_f125w_ibeof0/hst_12063_f0_wfc3_ir_f125w_ibeof0_drz.fits,hst_12063_f0_wfc3_ir_f125w_ibeof0_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.400725913611e-21,2.85795174370009e-22,3.56250007947285e-05,,,hst_12063_f0_wfc3_ir_f125w_ibeof0_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1h_wfc3_ir_f125w_ibeo1h/hst_12063_1h_wfc3_ir_f125w_ibeo1h_drz.fits,hst_12063_1h_wfc3_ir_f125w_ibeo1h_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,8.9592222432103e-22,7.13514919070859e-23,3.56250007947285e-05,,,hst_12063_1h_wfc3_ir_f125w_ibeo1h_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1j_wfc3_ir_f160w_ibeo1j/hst_12063_1j_wfc3_ir_f160w_ibeo1j_drz.fits,hst_12063_1j_wfc3_ir_f160w_ibeo1j_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-5.2806224895274e-22,3.676671076512859e-22,3.56250007947285e-05,,,hst_12063_1j_wfc3_ir_f160w_ibeo1j_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_63_wfc3_ir_f140w_ibhj63/hst_12177_63_wfc3_ir_f140w_ibhj63_drz.fits,hst_12177_63_wfc3_ir_f140w_ibhj63_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-2.2701918601348003e-22,-5.5909306764933015e-22,3.56250007947285e-05,,,hst_12177_63_wfc3_ir_f140w_ibhj63_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_65_wfc3_ir_f160w_ibeo65/hst_12063_65_wfc3_ir_f160w_ibeo65_drz.fits,hst_12063_65_wfc3_ir_f160w_ibeo65_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.3508491751641e-21,3.35257179806895e-22,3.56250007947285e-05,,,hst_12063_65_wfc3_ir_f160w_ibeo65_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_0p_wfc3_ir_f160w_ibeo0p/hst_12063_0p_wfc3_ir_f160w_ibeo0p_drz.fits,hst_12063_0p_wfc3_ir_f160w_ibeo0p_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.6181879957153007e-21,-2.4178214693519e-21,3.56250007947285e-05,,,hst_12063_0p_wfc3_ir_f160w_ibeo0p_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1e_wfc3_ir_f125w_ibeo1e/hst_12063_1e_wfc3_ir_f125w_ibeo1e_drz.fits,hst_12063_1e_wfc3_ir_f125w_ibeo1e_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-3.503351650153e-22,6.41594603785909e-22,3.56250007947285e-05,,,hst_12063_1e_wfc3_ir_f125w_ibeo1e_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_15103_09_wfc3_ir_f160w_idhr09/hst_15103_09_wfc3_ir_f160w_idhr09_drz.fits,hst_15103_09_wfc3_ir_f160w_idhr09_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,4.48297708227847e-22,-1.1465250262280003e-21,3.56250007947286e-05,,,hst_15103_09_wfc3_ir_f160w_idhr09_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1i_wfc3_ir_f125w_ibeo1i/hst_12063_1i_wfc3_ir_f125w_ibeo1i_drz.fits,hst_12063_1i_wfc3_ir_f125w_ibeo1i_drz,2024-11-08,HST,WFC3,F125W,-3.5625000794728e-05,-9.7460817724093e-23,2.90767512953812e-22,3.56250007947285e-05,,,hst_12063_1i_wfc3_ir_f125w_ibeo1i_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_59_wfc3_ir_f125w_ibeo59/hst_12063_59_wfc3_ir_f125w_ibeo59_drz.fits,hst_12063_59_wfc3_ir_f125w_ibeo59_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,5.630724907412291e-23,-7.2981876593489e-22,3.56250007947285e-05,,,hst_12063_59_wfc3_ir_f125w_ibeo59_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_55_wfc3_ir_f160w_ibeo55/hst_12063_55_wfc3_ir_f160w_ibeo55_drz.fits,hst_12063_55_wfc3_ir_f160w_ibeo55_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-5.977936116690302e-22,2.3906517977003105e-23,3.56250007947285e-05,,,hst_12063_55_wfc3_ir_f160w_ibeo55_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_54_wfc3_ir_f160w_ibeo54/hst_12063_54_wfc3_ir_f160w_ibeo54_drz.fits,hst_12063_54_wfc3_ir_f160w_ibeo54_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,7.29244666648601e-22,-1.6445417697039e-21,3.56250007947285e-05,,,hst_12063_54_wfc3_ir_f160w_ibeo54_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_53_wfc3_ir_f140w_ibhj53/hst_12177_53_wfc3_ir_f140w_ibhj53_drz.fits,hst_12177_53_wfc3_ir_f140w_ibhj53_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,2.30933729921508e-23,3.41278917136166e-23,3.56250007947285e-05,,,hst_12177_53_wfc3_ir_f140w_ibhj53_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_49_wfc3_ir_f140w_ibhj49/hst_12177_49_wfc3_ir_f140w_ibhj49_drz.fits,hst_12177_49_wfc3_ir_f140w_ibhj49_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-2.5578552812648e-21,-1.8447835629224e-21,3.56250007947285e-05,,,hst_12177_49_wfc3_ir_f140w_ibhj49_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_fp_wfc3_ir_f160w_ibeofp/hst_12063_fp_wfc3_ir_f160w_ibeofp_drz.fits,hst_12063_fp_wfc3_ir_f160w_ibeofp_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.9660961154058997e-23,-3.3800492693294003e-22,3.56250007947285e-05,,,hst_12063_fp_wfc3_ir_f160w_ibeofp_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1g_wfc3_ir_f160w_ibeo1g/hst_12063_1g_wfc3_ir_f160w_ibeo1g_drz.fits,hst_12063_1g_wfc3_ir_f160w_ibeo1g_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-9.0208366926158e-23,-1.0850766850115001e-21,3.56250007947285e-05,,,hst_12063_1g_wfc3_ir_f160w_ibeo1g_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_15103_08_wfc3_ir_f125w_idhr08/hst_15103_08_wfc3_ir_f125w_idhr08_drz.fits,hst_15103_08_wfc3_ir_f125w_idhr08_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,1.53635494549539e-21,-3.5181077464399003e-22,3.56250007947286e-05,,,hst_15103_08_wfc3_ir_f125w_idhr08_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_71_wfc3_ir_f160w_ibeo71/hst_12063_71_wfc3_ir_f160w_ibeo71_drz.fits,hst_12063_71_wfc3_ir_f160w_ibeo71_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.7907688389158e-22,-1.2439500831963e-21,3.56250007947285e-05,,,hst_12063_71_wfc3_ir_f160w_ibeo71_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_70_wfc3_ir_f140w_ibhj70/hst_12177_70_wfc3_ir_f140w_ibhj70_drz.fits,hst_12177_70_wfc3_ir_f140w_ibhj70_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-1.0889773363885e-21,-5.0652418439688e-22,3.56250007947285e-05,,,hst_12177_70_wfc3_ir_f140w_ibhj70_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_40_wfc3_ir_f140w_ibhj40/hst_12177_40_wfc3_ir_f140w_ibhj40_drz.fits,hst_12177_40_wfc3_ir_f140w_ibhj40_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-2.5926888480944e-21,-1.895370773856e-21,3.56250007947285e-05,,,hst_12177_40_wfc3_ir_f140w_ibhj40_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_0z_wfc3_ir_f125w_ibeo0z/hst_12063_0z_wfc3_ir_f125w_ibeo0z_drz.fits,hst_12063_0z_wfc3_ir_f125w_ibeo0z_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-3.4411761305103e-21,-2.0421945996716e-21,3.56250007947285e-05,,,hst_12063_0z_wfc3_ir_f125w_ibeo0z_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_69_wfc3_ir_f125w_ibeo69/hst_12063_69_wfc3_ir_f125w_ibeo69_drz.fits,hst_12063_69_wfc3_ir_f125w_ibeo69_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-6.1433050801361e-22,-2.6234869341184e-22,3.56250007947285e-05,,,hst_12063_69_wfc3_ir_f125w_ibeo69_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_58_wfc3_ir_f125w_ibeo58/hst_12063_58_wfc3_ir_f125w_ibeo58_drz.fits,hst_12063_58_wfc3_ir_f125w_ibeo58_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.9153299426419007e-21,-2.1273999737773e-21,3.56250007947285e-05,,,hst_12063_58_wfc3_ir_f125w_ibeo58_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_0s_wfc3_ir_f125w_ibeo0s/hst_12063_0s_wfc3_ir_f125w_ibeo0s_drz.fits,hst_12063_0s_wfc3_ir_f125w_ibeo0s_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-2.7907046794846e-21,-2.5218405687279e-21,3.56250007947285e-05,,,hst_12063_0s_wfc3_ir_f125w_ibeo0s_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_0w_wfc3_ir_f160w_ibeo0w/hst_12063_0w_wfc3_ir_f160w_ibeo0w_drz.fits,hst_12063_0w_wfc3_ir_f160w_ibeo0w_drz,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,-1.1675652745836001e-21,3.25181794183637e-23,3.56250007947285e-05,,,hst_12063_0w_wfc3_ir_f160w_ibeo0w_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_0u_wfc3_ir_f125w_ibeo0u/hst_12063_0u_wfc3_ir_f125w_ibeo0u_drz.fits,hst_12063_0u_wfc3_ir_f125w_ibeo0u_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,3.77687804616262e-23,1.51507193046386e-21,3.56250007947285e-05,,,hst_12063_0u_wfc3_ir_f125w_ibeo0u_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_44_wfc3_ir_f140w_ibhj44/hst_12177_44_wfc3_ir_f140w_ibhj44_drz.fits,hst_12177_44_wfc3_ir_f140w_ibhj44_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-2.2851323427258003e-22,-6.5620041580471e-22,3.56250007947285e-05,,,hst_12177_44_wfc3_ir_f140w_ibhj44_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_47_wfc3_ir_f140w_ibhj47/hst_12177_47_wfc3_ir_f140w_ibhj47_drz.fits,hst_12177_47_wfc3_ir_f140w_ibhj47_drz,2024-11-08,HST,WFC3,F140W,-3.5625000794728e-05,1.54479037676364e-22,-6.6431366926921e-23,3.56250007947285e-05,,,hst_12177_47_wfc3_ir_f140w_ibhj47_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_f3_wfc3_ir_f160w_ibeof3/hst_12063_f3_wfc3_ir_f160w_ibeof3_drz.fits,hst_12063_f3_wfc3_ir_f160w_ibeof3_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,2.9443655447579697e-22,-2.5663921579444e-22,3.56250007947285e-05,,,hst_12063_f3_wfc3_ir_f160w_ibeof3_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_0w_wfc3_ir_f125w_ibeo0w/hst_12063_0w_wfc3_ir_f125w_ibeo0w_drz.fits,hst_12063_0w_wfc3_ir_f125w_ibeo0w_drz,2024-11-08,HST,WFC3,F125W,-3.5625000794728e-05,1.12285748894192e-21,-6.2200167207549015e-22,3.56250007947285e-05,,,hst_12063_0w_wfc3_ir_f125w_ibeo0w_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_66_wfc3_ir_f125w_ibeo66/hst_12063_66_wfc3_ir_f125w_ibeo66_drz.fits,hst_12063_66_wfc3_ir_f125w_ibeo66_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-2.0465216764586e-21,-1.7356313907123e-21,3.56250007947285e-05,,,hst_12063_66_wfc3_ir_f125w_ibeo66_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1l_wfc3_ir_f125w_ibeo1l/hst_12063_1l_wfc3_ir_f125w_ibeo1l_drz.fits,hst_12063_1l_wfc3_ir_f125w_ibeo1l_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,6.62935796835084e-22,2.37058911037951e-22,3.56250007947285e-05,,,hst_12063_1l_wfc3_ir_f125w_ibeo1l_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_15103_08_wfc3_ir_f160w_idhr08/hst_15103_08_wfc3_ir_f160w_idhr08_drz.fits,hst_15103_08_wfc3_ir_f160w_idhr08_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.9739159211172802e-21,2.03970768985929e-21,3.56250007947286e-05,,,hst_15103_08_wfc3_ir_f160w_idhr08_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_72_wfc3_ir_f160w_ibeo72/hst_12063_72_wfc3_ir_f160w_ibeo72_drz.fits,hst_12063_72_wfc3_ir_f160w_ibeo72_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.89980006682694e-22,7.28774699122191e-23,3.56250007947285e-05,,,hst_12063_72_wfc3_ir_f160w_ibeo72_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12177_46_wfc3_ir_f140w_ibhj46/hst_12177_46_wfc3_ir_f140w_ibhj46_drz.fits,hst_12177_46_wfc3_ir_f140w_ibhj46_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,5.09080545159921e-22,-4.4984547940476e-22,3.56250007947285e-05,,,hst_12177_46_wfc3_ir_f140w_ibhj46_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_15103_07_wfc3_ir_f125w_idhr07/hst_15103_07_wfc3_ir_f125w_idhr07_drz.fits,hst_15103_07_wfc3_ir_f125w_idhr07_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-2.0356246113705e-22,-6.8452935312234e-22,3.56250007947286e-05,,,hst_15103_07_wfc3_ir_f125w_idhr07_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1f_wfc3_ir_f125w_ibeo1f/hst_12063_1f_wfc3_ir_f125w_ibeo1f_drz.fits,hst_12063_1f_wfc3_ir_f125w_ibeo1f_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.0069777013316e-21,4.78722736662425e-22,3.56250007947285e-05,,,hst_12063_1f_wfc3_ir_f125w_ibeo1f_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_63_wfc3_ir_f125w_ibeo63/hst_12063_63_wfc3_ir_f125w_ibeo63_drz.fits,hst_12063_63_wfc3_ir_f125w_ibeo63_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-4.248733294734e-22,1.15533005408003e-21,3.56250007947285e-05,,,hst_12063_63_wfc3_ir_f125w_ibeo63_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_fs_wfc3_ir_f160w_ibeofs/hst_12063_fs_wfc3_ir_f160w_ibeofs_drz.fits,hst_12063_fs_wfc3_ir_f160w_ibeofs_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.7943841945192e-21,-2.3894830397994e-21,3.56250007947285e-05,,,hst_12063_fs_wfc3_ir_f160w_ibeofs_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_1a_wfc3_ir_f125w_ibeo1a/hst_12063_1a_wfc3_ir_f125w_ibeo1a_drz.fits,hst_12063_1a_wfc3_ir_f125w_ibeo1a_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.0776463538461e-21,9.23499696269751e-23,3.56250007947285e-05,,,hst_12063_1a_wfc3_ir_f125w_ibeo1a_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_f4_wfc3_ir_f125w_ibeof4/hst_12063_f4_wfc3_ir_f125w_ibeof4_drz.fits,hst_12063_f4_wfc3_ir_f125w_ibeof4_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-3.0545985049341e-22,-8.9461599352485e-22,3.56250007947285e-05,,,hst_12063_f4_wfc3_ir_f125w_ibeof4_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_ez_wfc3_ir_f160w_ibeoez/hst_12063_ez_wfc3_ir_f160w_ibeoez_drz.fits,hst_12063_ez_wfc3_ir_f160w_ibeoez_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,3.9564274533561e-22,-1.6381409212258e-21,3.56250007947285e-05,,,hst_12063_ez_wfc3_ir_f160w_ibeoez_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_f0_wfc3_ir_f160w_ibeof0/hst_12063_f0_wfc3_ir_f160w_ibeof0_drz.fits,hst_12063_f0_wfc3_ir_f160w_ibeof0_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.7004908717434e-21,-2.5315382495506002e-21,3.56250007947285e-05,,,hst_12063_f0_wfc3_ir_f160w_ibeof0_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_59_wfc3_ir_f160w_ibeo59/hst_12063_59_wfc3_ir_f160w_ibeo59_drz.fits,hst_12063_59_wfc3_ir_f160w_ibeo59_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.09873357475023e-21,-1.4774648785741003e-21,3.56250007947285e-05,,,hst_12063_59_wfc3_ir_f160w_ibeo59_drz.fits,,,,,,,,,,,,,,,,,,,,,
06D3ed,/astro/armin/bhoomika/pantheon_data_folder/06D3ed/mastDownload/HST/hst_12063_68_wfc3_ir_f160w_ibeo68/hst_12063_68_wfc3_ir_f160w_ibeo68_drz.fits,hst_12063_68_wfc3_ir_f160w_ibeo68_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-5.5229532480661e-22,1.49982645134093e-21,3.56250007947285e-05,,,hst_12063_68_wfc3_ir_f160w_ibeo68_drz.fits,,,,,,,,,,,,,,,,,,,,,
