SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_9583_f3_acs_wfc_f775w_j8dnf3/hst_9583_f3_acs_wfc_f775w_j8dnf3_drc.fits,hst_9583_f3_acs_wfc_f775w_j8dnf3_drc,2024-11-04,HST,ACS,F775W,-1.39E-05,5.46E-22,9.75E-22,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_9480_9q_acs_wfc_f775w_j8ho9q/hst_9480_9q_acs_wfc_f775w_j8ho9q_drc.fits,hst_9480_9q_acs_wfc_f775w_j8ho9q_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,1.56E-22,-2.64E-24,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12461_ce_wfc3_ir_f140w_ibwjce/hst_12461_ce_wfc3_ir_f140w_ibwjce_drz.fits,hst_12461_ce_wfc3_ir_f140w_ibwjce_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,6.57E-22,-8.02E-22,3.56E-05,P,T
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_11600_20_acs_wfc_f775w_jb3720/hst_11600_20_acs_wfc_f775w_jb3720_drc.fits,hst_11600_20_acs_wfc_f775w_jb3720_drc,2024-11-05,HST,ACS,F775W,-1.39E-05,2.41E-22,1.09E-22,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_aj_wfc3_ir_f125w_iboeaj/hst_12443_aj_wfc3_ir_f125w_iboeaj_drz.fits,hst_12443_aj_wfc3_ir_f125w_iboeaj_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.61E-21,-3.37E-22,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_3e_wfc3_ir_f125w_iboe3e/hst_12443_3e_wfc3_ir_f125w_iboe3e_drz.fits,hst_12443_3e_wfc3_ir_f125w_iboe3e_drz,2024-11-08,HST,WFC3,F125W,-3.56E-05,-1.56E-21,1.62E-21,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_ad_wfc3_ir_f160w_iboead/hst_12443_ad_wfc3_ir_f160w_iboead_drz.fits,hst_12443_ad_wfc3_ir_f160w_iboead_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.02E-21,1.20E-21,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_13779_3e_wfc3_ir_f105w_icoi3e/hst_13779_3e_wfc3_ir_f105w_icoi3e_drz.fits,hst_13779_3e_wfc3_ir_f105w_icoi3e_drz,2024-11-09,HST,WFC3,F105W,-3.56E-05,6.33E-23,-1.40E-22,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_11600_42_acs_wfc_f775w_jb3742/hst_11600_42_acs_wfc_f775w_jb3742_drc.fits,hst_11600_42_acs_wfc_f775w_jb3742_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,-1.12E-22,-3.43E-23,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_as_wfc3_ir_f125w_iboeas/hst_12443_as_wfc3_ir_f125w_iboeas_drz.fits,hst_12443_as_wfc3_ir_f125w_iboeas_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,8.90E-23,-2.79E-23,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_bb_wfc3_ir_f125w_iboebb/hst_12443_bb_wfc3_ir_f125w_iboebb_drz.fits,hst_12443_bb_wfc3_ir_f125w_iboebb_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.27E-23,5.42E-24,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_9583_f4_acs_wfc_f775w_j8dnf4/hst_9583_f4_acs_wfc_f775w_j8dnf4_drc.fits,hst_9583_f4_acs_wfc_f775w_j8dnf4_drc,2024-11-02,HST,ACS,F775W,-1.39E-05,-2.83E-22,-1.10E-22,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_9583_i4_acs_wfc_f775w_j8dni4/hst_9583_i4_acs_wfc_f775w_j8dni4_drc.fits,hst_9583_i4_acs_wfc_f775w_j8dni4_drc,2024-11-02,HST,ACS,F775W,-1.39E-05,3.56E-22,-2.42E-22,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_11600_24_acs_wfc_f775w_jb3724/hst_11600_24_acs_wfc_f775w_jb3724_drc.fits,hst_11600_24_acs_wfc_f775w_jb3724_drc,2024-11-02,HST,ACS,F775W,-1.39E-05,1.22E-22,-1.15E-22,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12445_8a_wfc3_ir_f125w_ibtm8a/hst_12445_8a_wfc3_ir_f125w_ibtm8a_drz.fits,hst_12445_8a_wfc3_ir_f125w_ibtm8a_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,4.75E-22,1.42E-22,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_1f_wfc3_ir_f160w_iboe1f/hst_12443_1f_wfc3_ir_f160w_iboe1f_drz.fits,hst_12443_1f_wfc3_ir_f160w_iboe1f_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.37E-22,7.33E-22,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_13420_17_wfc3_ir_f105w_icat17/hst_13420_17_wfc3_ir_f105w_icat17_drz.fits,hst_13420_17_wfc3_ir_f105w_icat17_drz,2024-11-09,HST,WFC3,F105W,-3.56E-05,8.77E-22,-5.63E-22,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12461_cg_wfc3_ir_f160w_ibwjcg/hst_12461_cg_wfc3_ir_f160w_ibwjcg_drz.fits,hst_12461_cg_wfc3_ir_f160w_ibwjcg_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,3.09E-22,2.26E-23,3.56E-05,P,T
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_3i_wfc3_ir_f160w_iboe3i/hst_12443_3i_wfc3_ir_f160w_iboe3i_drz.fits,hst_12443_3i_wfc3_ir_f160w_iboe3i_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-8.30E-22,8.46E-22,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_3b_wfc3_ir_f125w_iboe3b/hst_12443_3b_wfc3_ir_f125w_iboe3b_drz.fits,hst_12443_3b_wfc3_ir_f125w_iboe3b_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.12E-21,-1.31E-21,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_10339_eb_acs_wfc_f775w_j91web/hst_10339_eb_acs_wfc_f775w_j91web_drc.fits,hst_10339_eb_acs_wfc_f775w_j91web_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,2.90E-26,5.14E-26,1.39E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_3f_wfc3_ir_f125w_iboe3f/hst_12443_3f_wfc3_ir_f125w_iboe3f_drz.fits,hst_12443_3f_wfc3_ir_f125w_iboe3f_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.16E-21,-7.65E-22,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_13779_3c_wfc3_ir_f105w_icoi3c/hst_13779_3c_wfc3_ir_f105w_icoi3c_drz.fits,hst_13779_3c_wfc3_ir_f105w_icoi3c_drz,2024-11-09,HST,WFC3,F105W,-3.56E-05,-6.31E-22,1.43E-21,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12443_1d_wfc3_ir_f125w_iboe1d/hst_12443_1d_wfc3_ir_f125w_iboe1d_drz.fits,hst_12443_1d_wfc3_ir_f125w_iboe1d_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.62E-21,5.75E-23,3.56E-05,P,F
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HST/hst_12461_ci_wfc3_ir_f160w_ibwjci/hst_12461_ci_wfc3_ir_f160w_ibwjci_drz.fits,hst_12461_ci_wfc3_ir_f160w_ibwjci_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,9.53E-22,2.26E-21,3.56E-05,P,T
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_8e_wfc3_ir_f160w/hst_12445_8e_wfc3_ir_f160w_drz.fits,hst_12445_8e_wfc3_ir_f160w_drz,2017-08-29,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_5u_wfc3_ir_f160w/hst_12444_5u_wfc3_ir_f160w_drz.fits,hst_12444_5u_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,-9.40E-38,-9.40E-38,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_3c_wfc3_ir_f125w/hst_12443_3c_wfc3_ir_f125w_drz.fits,hst_12443_3c_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_4h_wfc3_ir_f160w/hst_12444_4h_wfc3_ir_f160w_drz.fits,hst_12444_4h_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_9583_g6_acs_wfc_f775w/hst_9583_g6_acs_wfc_f775w_drz.fits,hst_9583_g6_acs_wfc_f775w_drz,2017-08-26,HST,ACS,,-1.39E-05,0,0,1.39E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_ad_wfc3_ir_f125w/hst_12445_ad_wfc3_ir_f125w_drz.fits,hst_12445_ad_wfc3_ir_f125w_drz,2017-08-23,HST,WFC3,F125W,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_ci_wfc3_ir_f160w/hst_12461_ci_wfc3_ir_f160w_drz.fits,hst_12461_ci_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_4m_wfc3_ir_f125w/hst_12444_4m_wfc3_ir_f125w_drz.fits,hst_12444_4m_wfc3_ir_f125w_drz,2017-08-29,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_9a_wfc3_ir_f125w/hst_12445_9a_wfc3_ir_f125w_drz.fits,hst_12445_9a_wfc3_ir_f125w_drz,2017-08-16,HST,WFC3,F125W,-2.50E-05,-6.09E-35,3.76E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_2a_wfc3_ir_f160w/hst_12443_2a_wfc3_ir_f160w_drz.fits,hst_12443_2a_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_4h_wfc3_ir_f125w/hst_12444_4h_wfc3_ir_f125w_drz.fits,hst_12444_4h_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_2b_wfc3_ir_f125w/hst_12443_2b_wfc3_ir_f125w_drz.fits,hst_12443_2b_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,-9.49E-37,5.88E-39,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_8a_wfc3_ir_f160w/hst_12445_8a_wfc3_ir_f160w_drz.fits,hst_12445_8a_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_9583_i5_acs_wfc_f775w/hst_9583_i5_acs_wfc_f775w_drz.fits,hst_9583_i5_acs_wfc_f775w_drz,2017-08-11,HST,ACS,,-1.39E-05,0,0,1.39E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_ad_wfc3_ir_f160w/hst_12445_ad_wfc3_ir_f160w_drz.fits,hst_12445_ad_wfc3_ir_f160w_drz,2017-08-23,HST,WFC3,F160W,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_8a_wfc3_ir_f125w/hst_12445_8a_wfc3_ir_f125w_drz.fits,hst_12445_8a_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_2b_wfc3_ir_f160w/hst_12443_2b_wfc3_ir_f160w_drz.fits,hst_12443_2b_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,-9.49E-37,5.88E-39,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_9583_c2_acs_wfc_f775w/hst_9583_c2_acs_wfc_f775w_drz.fits,hst_9583_c2_acs_wfc_f775w_drz,2017-09-11,HST,ACS,,-1.39E-05,0,0,1.39E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_9583_c3_acs_wfc_f775w/hst_9583_c3_acs_wfc_f775w_drz.fits,hst_9583_c3_acs_wfc_f775w_drz,2017-10-11,HST,ACS,,-1.39E-05,-4.87E-35,0,1.39E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_4m_wfc3_ir_f160w/hst_12444_4m_wfc3_ir_f160w_drz.fits,hst_12444_4m_wfc3_ir_f160w_drz,2017-08-29,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_ca_wfc3_ir_f139m/hst_12461_ca_wfc3_ir_f139m_drz.fits,hst_12461_ca_wfc3_ir_f139m_drz,2017-09-10,HST,WFC3,F139M,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_cg_wfc3_ir_f125w/hst_12461_cg_wfc3_ir_f125w_drz.fits,hst_12461_cg_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_9583_i4_acs_wfc_f775w/hst_9583_i4_acs_wfc_f775w_drz.fits,hst_9583_i4_acs_wfc_f775w_drz,2017-10-11,HST,ACS,,-1.39E-05,4.87E-35,0,1.39E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_6m_wfc3_ir_f160w/hst_12444_6m_wfc3_ir_f160w_drz.fits,hst_12444_6m_wfc3_ir_f160w_drz,2017-08-14,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_7m_wfc3_ir_f125w/hst_12445_7m_wfc3_ir_f125w_drz.fits,hst_12445_7m_wfc3_ir_f125w_drz,2017-08-22,HST,WFC3,F125W,-2.50E-05,-1.43E-42,-1.43E-42,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_9a_wfc3_ir_f160w/hst_12445_9a_wfc3_ir_f160w_drz.fits,hst_12445_9a_wfc3_ir_f160w_drz,2017-08-16,HST,WFC3,F160W,-2.50E-05,-6.09E-35,3.76E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_cb_wfc3_ir_f160w/hst_12461_cb_wfc3_ir_f160w_drz.fits,hst_12461_cb_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_9583_f3_acs_wfc_f775w/hst_9583_f3_acs_wfc_f775w_drz.fits,hst_9583_f3_acs_wfc_f775w_drz,2017-08-28,HST,ACS,,-1.39E-05,-4.87E-35,0,1.39E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_2c_wfc3_ir_f160w/hst_12443_2c_wfc3_ir_f160w_drz.fits,hst_12443_2c_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.50E-05,7.17E-43,7.17E-43,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_6m_wfc3_ir_f125w/hst_12444_6m_wfc3_ir_f125w_drz.fits,hst_12444_6m_wfc3_ir_f125w_drz,2017-08-14,HST,WFC3,F125W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_13063_ct_wfc3_ir_f140w/hst_13063_ct_wfc3_ir_f140w_drz.fits,hst_13063_ct_wfc3_ir_f140w_drz,2017-09-10,HST,WFC3,F140W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_ca_wfc3_ir_f140w/hst_12461_ca_wfc3_ir_f140w_drz.fits,hst_12461_ca_wfc3_ir_f140w_drz,2017-09-10,HST,WFC3,F140W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_cd_wfc3_ir_f153m/hst_12461_cd_wfc3_ir_f153m_drz.fits,hst_12461_cd_wfc3_ir_f153m_drz,2017-09-10,HST,WFC3,F153M,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12442_bg_wfc3_ir_f105w/hst_12442_bg_wfc3_ir_f105w_drz.fits,hst_12442_bg_wfc3_ir_f105w_drz,2017-10-19,HST,WFC3,F105W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12444_5u_wfc3_ir_f125w/hst_12444_5u_wfc3_ir_f125w_drz.fits,hst_12444_5u_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,-9.40E-38,-9.40E-38,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_8e_wfc3_ir_f125w/hst_12445_8e_wfc3_ir_f125w_drz.fits,hst_12445_8e_wfc3_ir_f125w_drz,2017-08-29,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_9583_d5_acs_wfc_f775w/hst_9583_d5_acs_wfc_f775w_drz.fits,hst_9583_d5_acs_wfc_f775w_drz,2017-08-23,HST,ACS,,-1.39E-05,4.78E-38,1.84E-40,1.39E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_ci_wfc3_ir_f125w/hst_12461_ci_wfc3_ir_f125w_drz.fits,hst_12461_ci_wfc3_ir_f125w_drz,2017-08-12,HST,WFC3,F125W,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12445_7m_wfc3_ir_f160w/hst_12445_7m_wfc3_ir_f160w_drz.fits,hst_12445_7m_wfc3_ir_f160w_drz,2017-08-22,HST,WFC3,F160W,-2.50E-05,-1.43E-42,-1.43E-42,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_3c_wfc3_ir_f160w/hst_12443_3c_wfc3_ir_f160w_drz.fits,hst_12443_3c_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_cg_wfc3_ir_f160w/hst_12461_cg_wfc3_ir_f160w_drz.fits,hst_12461_cg_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_2a_wfc3_ir_f125w/hst_12443_2a_wfc3_ir_f125w_drz.fits,hst_12443_2a_wfc3_ir_f125w_drz,2017-08-12,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12443_2c_wfc3_ir_f125w/hst_12443_2c_wfc3_ir_f125w_drz.fits,hst_12443_2c_wfc3_ir_f125w_drz,2017-09-09,HST,WFC3,F125W,-2.50E-05,7.17E-43,7.17E-43,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_cc_wfc3_ir_f127m/hst_12461_cc_wfc3_ir_f127m_drz.fits,hst_12461_cc_wfc3_ir_f127m_drz,2017-09-10,HST,WFC3,F127M,-2.50E-05,0,0,2.50E-05,nan,nan
colfax,/astro/armin/bhoomika/pantheon_data_folder/colfax/mastDownload/HLA/hst_12461_cb_wfc3_ir_f125w/hst_12461_cb_wfc3_ir_f125w_drz.fits,hst_12461_cb_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,nan,nan
2000dk,/astro/armin/bhoomika/pantheon_data_folder/2000dk/mastDownload/HST/hst_14219_03_wfc3_ir_f110w_icv403/hst_14219_03_wfc3_ir_f110w_icv403_drz.fits,hst_14219_03_wfc3_ir_f110w_icv403_drz,2024-11-09,HST,WFC3,F110W,-3.56E-05,-2.54E-22,-7.50E-24,3.56E-05,,
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_w8_wfc3_ir_f160w_ibfuw8/hst_12099_w8_wfc3_ir_f160w_ibfuw8_drz.fits,hst_12099_w8_wfc3_ir_f160w_ibfuw8_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.10E-21,1.72E-21,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_04_wfc3_ir_f140w_ibhm04/hst_12328_04_wfc3_ir_f140w_ibhm04_drz.fits,hst_12328_04_wfc3_ir_f140w_ibhm04_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,-1.35E-26,-1.88E-26,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0z_wfc3_ir_f160w_ibew0z/hst_12064_0z_wfc3_ir_f160w_ibew0z_drz.fits,hst_12064_0z_wfc3_ir_f160w_ibew0z_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,4.04E-28,7.60E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12461_wf_wfc3_ir_f160w_ibwjwf/hst_12461_wf_wfc3_ir_f160w_ibwjwf_drz.fits,hst_12461_wf_wfc3_ir_f160w_ibwjwf_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.04E-22,-1.90E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2p_wfc3_ir_f125w_ibew2p/hst_12064_2p_wfc3_ir_f125w_ibew2p_drz.fits,hst_12064_2p_wfc3_ir_f125w_ibew2p_drz,2024-11-08,HST,WFC3,F125W,-3.56E-05,-1.29E-29,1.13E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_w7_wfc3_ir_f160w_ibfuw7/hst_12099_w7_wfc3_ir_f160w_ibfuw7_drz.fits,hst_12099_w7_wfc3_ir_f160w_ibfuw7_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-8.17E-23,-1.01E-23,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_12_wfc3_ir_f140w_ibhm12/hst_12328_12_wfc3_ir_f140w_ibhm12_drz.fits,hst_12328_12_wfc3_ir_f140w_ibhm12_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,-4.27E-27,2.01E-27,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_4z_wfc3_ir_f125w_ibew4z/hst_12064_4z_wfc3_ir_f125w_ibew4z_drz.fits,hst_12064_4z_wfc3_ir_f125w_ibew4z_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-1.35E-29,-5.04E-29,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5l_wfc3_ir_f160w_ibew5l/hst_12064_5l_wfc3_ir_f160w_ibew5l_drz.fits,hst_12064_5l_wfc3_ir_f160w_ibew5l_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.05E-28,7.51E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5q_wfc3_ir_f160w_ibew5q/hst_12064_5q_wfc3_ir_f160w_ibew5q_drz.fits,hst_12064_5q_wfc3_ir_f160w_ibew5q_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.11E-22,1.02E-22,3.56E-05,P,F
